iter	Passed	Remaining
410	3958	5672
411	3969	5665
412	3977	5653
413	3986	5643
414	3993	5629
415	4006	5624
416	4014	5612
417	4027	5607
418	4030	5588
419	4042	5582
420	4057	5579
421	4064	5566
422	4071	5554
423	4078	5540
424	4086	5528
425	4093	5515
426	4102	5504
427	4114	5498
428	4121	5486
429	4129	5473
430	4136	5460
431	4143	5447
432	4155	5441
433	4162	5428
434	4169	5415
435	4178	5405
436	4191	5400
437	4203	5394
438	4211	5381
439	4223	5375
440	4232	5364
441	4244	5358
442	4252	5346
443	4260	5335
444	4272	5328
445	4274	5309
446	4282	5297
447	4295	5292
448	4301	5278
449	4309	5266
450	4317	5255
451	4324	5243
452	4337	5237
453	4343	5223
454	4355	5217
455	4364	5207
456	4375	5199
457	4386	5191
458	4395	5180
459	4402	5168
460	4415	5162
461	4422	5149
462	4430	5138
463	4438	5127
464	4446	5115
465	4459	5110
466	4468	5099
467	4476	5089
468	4489	5083
469	4502	5077
470	4511	5066
471	4519	5055
472	4526	5043
473	4533	5030
474	4541	5019
475	4549	5008
476	4561	5001
477	4574	4995
478	4586	4988
479	4593	4976
480	4600	4963
481	4607	4951
482	4614	4939
483	4622	4928
484	4635	4922
485	4642	4910
486	4649	4898
487	4661	4890
488	4669	4879
489	4681	4872
490	4688	4860
491	4697	4849
492	4709	4843
493	4715	4830
494	4722	4817
495	4735	4812
496	4747	4804
497	4756	4794
498	4759	4778
499	4771	4771
500	4778	4758
501	4785	4747
502	4792	4735
503	4806	4730
504	4814	4718
505	4827	4713
506	4830	4697
507	4838	4686
508	4846	4675
509	4854	4663
510	4860	4651
511	4869	4641
512	4881	4634
513	4887	4621
514	4893	4608
515	4899	4595
516	4908	4585
517	4915	4573
518	4927	4566
519	4942	4562
520	4945	4546
521	4958	4540
522	4965	4529
523	4974	4518
524	4977	4503
525	4985	4492
526	4999	4487
527	5005	4475
528	5017	4467
529	5032	4462
530	5044	4455
531	5051	4443
532	5063	4436
533	5072	4426
534	5079	4414
535	5087	4404
536	5095	4393
537	5108	4386
538	5120	4379
539	5129	4369
540	5141	4362
541	5156	4357
542	5162	4345
543	5175	4338
544	5183	4327
545	5190	4316
546	5204	4310
547	5211	4298
548	5222	4290
549	5235	4283
550	5247	4275
551	5254	4264
552	5268	4258
553	5275	4247
554	5287	4239
555	5299	4232
556	5306	4220
557	5317	4212
558	5330	4205
559	5337	4193
560	5344	4182
561	5357	4175
562	5360	4161
563	5368	4150
564	5375	4138
565	5389	4132
566	5397	4122
567	5409	4113
568	5420	4106
569	5434	4099
570	5446	4092
571	5454	4080
572	5461	4069
573	5468	4058
574	5482	4051
575	5489	4040
576	5502	4033
577	5505	4019
578	5512	4008
579	5524	4000
580	5537	3993
581	5552	3987
582	5559	3976
583	5567	3965
584	5579	3958
585	5588	3947
586	5600	3940
587	5608	3929
588	5619	3921
589	5627	3910
590	5640	3903
591	5648	3892
592	5655	3881
593	5663	3871
594	5670	3859
595	5682	3852
596	5691	3842
597	5699	3831
598	5706	3820
599	5716	3810
600	5729	3803
601	5736	3792
602	5743	3781
603	5756	3774
604	5767	3765
605	5774	3754
606	5783	3744
607	5790	3733
608	5797	3722
609	5809	3714
610	5816	3703
611	5824	3692
612	5830	3681
613	5838	3670
614	5847	3660
615	5860	3653
616	5874	3646
617	5882	3636
618	5885	3622
619	5894	3613
620	5910	3607
621	5919	3597
622	5928	3587
623	5942	3580
624	5945	3567
625	5958	3560
626	5961	3546
627	5974	3539
628	5989	3532
629	5998	3523
630	6013	3516
631	6015	3502
632	6023	3492
633	6031	3482
634	6040	3472
635	6049	3462
636	6057	3451
637	6065	3441
638	6074	3431
639	6082	3421
640	6097	3414
641	6106	3405
642	6116	3395
643	6123	3385
644	6136	3377
645	6144	3367
646	6153	3357
647	6162	3347
648	6169	3336
649	6172	3323
650	6180	3313
651	6188	3302
652	6195	3292
653	6207	3283
654	6209	3270
655	6217	3260
656	6230	3252
657	6238	3242
658	6246	3232
659	6254	3221
660	6266	3213
661	6279	3206
662	6291	3197
663	6299	3187
664	6308	3177
665	6315	3167
666	6328	3159
667	6340	3151
668	6353	3143
669	6366	3135
670	6374	3125
671	6380	3114
672	6389	3104
673	6397	3094
674	6404	3083
675	6407	3071
676	6410	3058
677	6418	3048
678	6426	3038
679	6433	3027
680	6444	3018
681	6450	3007
682	6458	2997
683	6465	2986
684	6473	2976
685	6482	2967
686	6490	2957
687	6499	2947
688	6513	2939
689	6520	2929
690	6531	2920
691	6540	2910
692	6547	2900
693	6561	2893
694	6569	2883
695	6576	2872
696	6591	2865
697	6598	2854
698	6605	2844
699	6618	2836
700	6621	2824
701	6624	2812
702	6636	2803
703	6644	2793
704	6653	2784
705	6660	2773
706	6674	2765
707	6682	2756
708	6690	2745
709	6693	2733
710	6705	2725
711	6713	2715
712	6725	2707
713	6739	2699
714	6753	2691
715	6761	2681
716	6768	2671
717	6777	2661
718	6790	2653
719	6797	2643
720	6804	2633
721	6816	2624
722	6824	2614
723	6826	2602
724	6834	2592
725	6846	2583
726	6854	2573
727	6860	2563
728	6868	2553
729	6877	2543
730	6883	2532
731	6890	2522
732	6903	2514
733	6916	2506
734	6919	2494
735	6927	2485
736	6930	2473
737	6943	2465
738	6951	2455
739	6965	2447
740	6968	2435
741	6982	2427
742	6994	2419
743	7002	2409
744	7011	2399
745	7018	2389
746	7029	2380
747	7041	2372
748	7049	2362
749	7056	2352
750	7070	2344
751	7078	2334
752	7091	2326
753	7101	2317
754	7109	2307
755	7116	2296
756	7124	2286
757	7131	2276
758	7134	2265
759	7147	2257
760	7155	2247
761	7168	2238
762	7175	2228
763	7187	2220
764	7199	2211
765	7206	2201
766	7217	2192
767	7224	2182
768	7238	2174
769	7249	2165
770	7256	2155
771	7269	2146
772	7279	2137
773	7287	2127
774	7299	2119
775	7307	2109
776	7314	2099
777	7321	2089
778	7334	2080
779	7341	2070
780	7354	2062
781	7363	2052
782	7370	2042
783	7389	2035
784	7399	2026
785	7410	2017
786	7420	2008
787	7435	2000
788	7443	1990
789	7455	1981
790	7463	1971
791	7470	1961
792	7477	1951
793	7488	1942
794	7503	1934
795	7510	1924
796	7518	1915
797	7529	1905
798	7537	1896
799	7546	1886
800	7560	1878
801	7570	1868
802	7585	1860
803	7594	1851
804	7607	1842
805	7623	1834
806	7631	1825
807	7639	1815
808	7647	1805
809	7656	1795
810	7664	1786
811	7680	1778
812	7687	1768
813	7696	1758
814	7704	1748
815	7711	1738
816	7719	1729
817	7732	1720
818	7746	1711
819	7758	1703
820	7766	1693
821	7774	1683
822	7787	1674
823	7797	1665
824	7805	1655
825	7818	1647
826	7827	1637
827	7830	1626
828	7838	1616
829	7851	1608
830	7859	1598
831	7866	1588
832	7880	1579
833	7890	1570
834	7898	1560
835	7907	1551
836	7921	1542
837	7928	1532
838	7938	1523
839	7946	1513
840	7958	1504
841	7967	1495
842	7980	1486
843	7990	1476
844	7992	1466
845	8000	1456
846	8007	1446
847	8020	1437
848	8034	1428
849	8041	1419
850	8049	1409
851	8057	1399
852	8065	1389
853	8072	1380
854	8081	1370
855	8089	1360
856	8104	1352
857	8114	1342
858	8128	1334
859	8135	1324
860	8144	1314
861	8152	1305
862	8160	1295
863	8172	1286
864	8187	1277
865	8197	1268
866	8208	1259
867	8216	1249
868	8224	1239
869	8232	1230
870	8246	1221
871	8254	1211
872	8262	1201
873	8270	1192
874	8284	1183
875	8292	1173
876	8307	1165
877	8309	1154
878	8317	1144
879	8326	1135
880	8340	1126
881	8351	1117
882	8360	1107
883	8369	1098
884	8377	1088
885	8390	1079
886	8403	1070
887	8412	1061
888	8425	1051
889	8435	1042
890	8448	1033
891	8462	1024
892	8471	1015
893	8485	1006
894	8495	996
895	8504	987
896	8512	977
897	8519	967
898	8527	958
899	8535	948
900	8544	938
901	8553	929
902	8567	920
903	8578	910
904	8587	901
905	8604	892
906	8607	882
907	8618	873
908	8637	864
909	8646	855
910	8661	846
911	8672	836
912	8680	827
913	8690	817
914	8706	808
915	8716	799
916	8719	789
917	8731	779
918	8740	770
919	8751	760
920	8759	751
921	8769	741
922	8779	732
923	8788	722
924	8795	713
925	8803	703
926	8810	693
927	8813	683
928	8825	674
929	8839	665
930	8847	655
931	8856	646
932	8872	637
933	8880	627
934	8887	617
935	8900	608
936	8912	599
937	8928	590
938	8938	580
939	8952	571
940	8960	561
941	8969	552
942	8987	543
943	8994	533
944	9003	524
945	9017	514
946	9031	505
947	9038	495
948	9047	486
949	9054	476
950	9061	466
951	9070	457
952	9084	448
953	9099	438
954	9107	429
955	9114	419
956	9127	410
957	9138	400
958	9141	390
959	9150	381
960	9156	371
961	9168	362
962	9176	352
963	9185	343
964	9192	333
965	9199	323
966	9208	314
967	9215	304
968	9223	295
969	9228	285
970	9233	275
971	9242	266
972	9248	256
973	9257	247
974	9261	237
975	9266	227
976	9272	218
977	9276	208
978	9282	199
979	9286	189
980	9291	179
981	9295	170
982	9300	160
983	9304	151
984	9307	141
985	9311	132
986	9314	122
987	9318	113
988	9322	103
989	9325	94
990	9329	84
991	9332	75
992	9335	65
993	9339	56
994	9342	46
995	9345	37
996	9349	28
997	9352	18
998	9356	9
999	9359	0
8	0

998	9874	9
999	9881	0
